ability əbˈɪləti
robe ɹˈoʊb
rock ɹˈɑk
room ɹˈum
round ɹˈaʊnd
ruin ˈɹuːɪn
s'pose səpˈoʊz
sad sˈæd
said sˈɛd
sailors sˈeɪlɚz
salamander sˌæləmˈændɚ
saluted səlˈutɪd
samurai sˈæmʊɹˌaɪ
sang sˈæŋ
satisfaction sˌætɪsfˈækʃən
sausage sˈɔsɪdʒ
saw sˈɔ
saying ˈseɪɪŋ
scarce skˈɛɹs
scarcely skˈɛɹsli
schoolfellows skˈulfeləʊz
science sˈaɪəns
scientific sˌaɪəntˈɪfɪk
sea siː
seagull siːgʌl
seat sˈit
second sˈɛkənd
secrets sˈikɹɪts
seemed siːmd
selected səlˈɛktɪd
self sˈɛlf
semblance sˈɛmbləns
sense sˈɛns
senseless sˈɛnsləs
sensibility sˌɛnsɪbˈɪlɪti
sent sˈɛnt
serious sˈɪɹiəs
servant sˈɚvənt
sesame sˈɛsəmi
set sˈɛt
severe sɪvˈɪɹ
shared ʃˈɛɹd
sharp ʃˈɑɹp
sharply ʃˈɑɹpli
shed ʃˈɛd
shiver ʃˈɪvɚ
short ʃˈɔɹt
shoulders ʃˈoʊldɚz
show ʃˈoʊ
showily ʃˈoʊili
showing ʃˈoʊɪŋ
shut ʃˈʌt
silence sˈaɪləns
silver sˈɪlvɚ
similar sˈɪmɪlɚ
simpler sˈɪmplɚ
singular sˈɪŋgjəlɚ
sister sˈɪstɚ
sixth sˈɪksθ
sixty sˈɪksti
slender slˈɛndɚ
smart smˈɑɹt
snap snˈæp
snow snˈoʊ
soft sˈɔft
soldiers sˈoʊldʒɚz
solemnly sˈɑləmli
solitary sˈɑlətˌɛɹi
somehow sˈʌmhˌaʊ
something sˈʌmθɪŋ
somewhat sˈʌmwˈʌt
son sˈʌn
song sˈɔŋ
sorrow sˈɑɹoʊ
sorrowful sˈɑɹoʊfəl
sorry sˈɑɹi
source sˈɔɹs
sources sˈɔɹsɪz
spared spˈɛɹd
spectacles spˈɛktəkəlz
spend spˈɛnd
spent spˈɛnt
spiritedly spˈɪɹɪtɪdli
spot spˈɑt
spotted spˈɑtɪd
sprucely spɹˈusli
staircase stˈɛɹkˌeɪs
stammering st'əæmɚɪŋ
standards stˈændɚdz
stare stˈɛɹ
stared stˈɛɹd
starless stˈɑɹlˈɛs
stars stˈɑɹz
started stˈɑɹtɪd
starting stˈɑɹtɪŋ
starvation stɑɹvˈeɪʃən
starve stˈɑɹv
starving stˈɑɹvɪŋ
step stˈɛp
stepped stˈɛpt
steps stˈɛps
sterioptiscope ˈster.i.ə.skəʊp
sticking stˈɪkɪŋ
stock stˈɑk
stomach stˈʌmək
stone stˈoʊn
stop stˈɑp
stores stˈɔɹz
storied stˈɔɹid
storm stˈɔɹm
stove stˈoʊv
straightway stɹˈeɪtwˈeɪ
strength stɹˈɛŋθ
stretched stɹˈɛtʃt
strong stɹˈɔŋ
studied stˈʌdid
studies stˈʌdiz
study stˈʌdi
studying stˈʌdiɪŋ
stump stˈʌmp
stupidity stupˈɪdɪti
subdue sʌbdˈu
subject 'sʌbˌdʒɛkt
subjects sˈʌbdʒɪkts
subsisted sʌbsˈɪstɛd
subsistence sʌbsˈɪstəns
suburban səbˈɚbən
succeeded səksˈidɪd
succeeding səksˈidɪŋ
success səksɛs
successfully səksˈɛsfəli
sudden sˈʌdən
suddenly sˈʌdənli
sufficient səfˈɪʃənt
suggestion sədʒˈɛstʃən
sun sˈʌn
sunlight sˈʌnlˌaɪt
sunset sˈʌnsˌɛt
sunshine sˈʌnʃˌaɪn
supernatural sˌupɚnˈætʃɚəl
support səpˈɔɹt
supported səpˈɔɹtɪd
suppressed səpɹˈɛst
supreme supɹˈim
sure ʃˈʊɹ
surprise səpɹˈaɪz
surprised səpɹˈaɪzd
sustained səstˈeɪnd
swallowed swˈɑloʊd
swam swæm
sweat swˈɛt
sword sˈɔɹd
swords sˈɔɹdz
tables tˈeɪbəlz
tale tˈeɪl
talking tˈɔkɪŋ
taxes tˈæksɪz
teacher tˈitʃɚ
teacups tiːkʌpz
tears tˈɪɹz
temper tˈɛmpɚ
ten tˈɛn
than ðˈæn
thanks θˈæŋks
that ðˈæt
the ðə
them ðˈɛm
themselves ðəmsˈɛlvz
then ðˈɛn
there ðˈɛɹ
therefore ðˈɛɹfˌɔɹ
theres ðˈɛɹz
these ðˈiz
thief θiːf
third θˈɚd
thirteen θˈɚtˈin
thirty θˈɚti
this ðəs
thoughtlessly thˈoʊtlˈɛssli
thoughts θˈɔts
thousand θˈaʊzənd
thread θɹˈɛd
through θɹˈu
throughout θɹʊˈaʊt
thud θˈʌd
thunder θˈʌndɚ
thus ðˈʌs
time tˈaɪm
tingled tɪngld
tired tˈaɪɚd
titlepage ˈtaɪtəlpˈeɪdʒ
tittered tˈɪtɚd
to tˈu
toad tˈoʊd
tobacco təbˈækoʊ
together təgˈɛðɚ
tone tˈoʊn
tongue tˈʌŋ
torn tˈɔɹn
torrent tˈɔɹənt
tossed tˈɔst
total tˈoʊtəl
totally tˈoʊtəli
toward təwˈɔɹd
towards təwˈɔɹdz
trade tɹˈeɪd
tradeswomen tɹˈeɪdzwˈɪmən
tranquillity tɹæŋkwˈɪlɪti
treasurer tɹˈɛʒɚɚ
tremendous tɹɪmˈɛndəs
troublesomely ˈtɹʌbəlsəmlɪ
turned tˈɚnd
twenty twˈɛnti
two tˈu
ugly ˈʌgli
ultimately ˈʌltəmɪtli
unacquainted ˈʌnˈəkwˈeɪntɪd
unadept unədept
unaware ˌʌnəwˈɛɹ
uncertain ʌnsˈɚtən
unclothed ˈʌnkləʊðd
unconciously ˌʌŋkˈɑnʃəsli
unconscious ˌʌŋkˈɑnʃəs
unconsciously ˌʌŋkˈɑnʃəsli
under ˈʌndɚ
undertaking ˈʌndɚtˌeɪkɪŋ
unexpectedly ˌʌnɪkspˈɛktɪdli
unfitted ˈʌnfˈɪtɪd
unflinchingly ˈʌnflˈɪntʃɪngli
unfortunate ʌnfˈɔɹtʃənɪt
unfortunately ʌnfˈɔɹtʃənɪtli
unglazed ˈʌnglˈeɪzd
ungrudgingly ˈʌngɹˈʌdʒingli
unhappy ʌnhˈæpi
uniform jˈunəfˌɔɹm
uniforms jˈunəfˌɔɹmz
united junˈaɪtɪd
university jˌunəvˈɚsəti
unknown ʌnnˈoʊn
unless ʌnlˈɛs
unpardonable ənpˈæɹdoʊnˈæbəl
unprecedented ʌnpɹˈɛsɪdˌɛntɪd
unsheathed ˈunʃˈiθɪd
unspeakably ˈʌnspˈikæbli
unsuccessful ˌʌnsəksˈɛsfəl
untaught ˈʌntˈɔt
until ʌntˈɪl
unworthiness ʌnwˈɚðɪnˈɛss
upon əpˈɑn
upside ˈʌpsˈaɪd
urged ˈɚdʒd
uses 'juːsəz
utter ˈʌtɚ
vacation veɪkˈeɪʃən
vale veɪl
value ˈvæljuː
variety vɚˈaɪəti
vehemence vəhˈiməns
vehement ˈviːəmənt
very vˈɛɹi
vessels vˈɛsəlz
vest vˈɛst
victor vˈɪktɚ
virtues vˈɚtʃuz
visitor vˈɪzɪtɚ
voice vˈɔɪs
voices vˈɔɪsɪz
volume vˈɑljum
vomited vˈɑmətɛd
waiter wˈeɪtɚ
walks wˈɔks
want wˈɔnt
war wˈɔɹ
warm wˈɔɹm
warning wˈɔɹnɪŋ
watched wˈɔtʃt
watchful wˈɔtʃfəl
water wˈɔtɚ
ways wˈeɪz
weaken wˈikən
wear wˈɛɹ
well wˈɛl
went wˈɛnt
were wˈɚ
what wˈʌt
whatsoever wˌʌtsoʊˈɛvɚ
wheeled wˈild
when wˈɛn
whence wˈɛns
whenever wɛnˈɛvɚ
wherefore wˈɛɹfˌɔɹ
whereupon wˈɛɹəpˈɑn
which wˈɪtʃ
whither wˈɪðɚ
whoever huˈɛvɚ
whole hˈoʊl
wholly hˈoʊli
winter wˈɪntɚ
wished wˈɪʃt
withdrew wɪðdɹʊ
withered wˈɪðɚd
womans wˈʊmənz
wonder wˈʌndɚ
worked wˈɚkt
world wˈɚld
worship wˈɚʃɪp
wound 'wuːnd
wrapper ɹˈæpɚ
wreck ɹˈɛk
wretchedness ɹˈɛtʃɪdnˈɛsz
wriggling ɹˈɪgling
writer ɹˈaɪtɚ
year jˈɪɹ
years jˈɪɹz
yellow jˈɛloʊ
yes jˈɛs
yet jˈɛt
yield jˈild
you juː
younger jˈʌŋgɚ
youth jˈuθ
